"ManufacturerName","Assignment"
"COUNTERPOINT COMPUTER INC.","08005E"
"STANFORD LINEAR ACCEL. CENTER","080056"
"MIDDLE EAST TECH. UNIVERSITY","080053"
"CYGNET SYSTEMS","08004F"
"AzureWave Technologies (Shanghai) Inc.","002423 4CAA16"
"COMECER Netherlands","38A53C"
"16063","001974"
"Allied Telesis R&D Center K.K.","001AEB 000941"
"Beijing Jingdong Century Trading Co., LTD.","DCD87C"
"Hyunjin.com","644FB0"
"Aztech Electronics Pte Ltd","002675 E08E3C 00300A"
"Broadcom","001018 001BE9 000AF7 000DB6 18C086 E03E44 D40129"
"Brother industries, LTD.","008077 3C2AF4 30055C 001BA9"
"Canal +","0026E4 000117"
"Crystal Group, Inc.","0090D6 0091D6"
"DrayTek Corp.","001DAA 00507F"
"Communication Machinery Corporation","02CF1C 000B16 00CF1C"
"Livestream","38F0C8"
"SmarDTV","001982"
"GOLDCARD HIGH-TECH CO.,LTD.","F44D17"
"Zhongshan B&T technology.co.,ltd","94C960"
"NEC Magnus Communications,Ltd.","001479 0060DC"
"Elysia Germany GmbH","B462AD"
"Jurumani Solutions","747818"
"Wi3 Inc.","686E23"
"KMDATA INC.","985BB0"
"QNAP Systems, Inc.","245EBE E843B6"
"SHANGHAI ZHONGMI COMMUNICATION TECHNOLOGY CO.,LTD","A89352"
"Sonova AG","70661B"
"Raden Inc","9C9D5D"
"SHANGHAI LINGUO TECHNOLOGY CO., LTD.","E8FD72"
"YAPTV","EC438B"
"Shenzhen Lemon Network Technology Co.,Ltd","981FB1"
"AG Acquisition Corp. d.b.a. ASTRO Gaming","40476A"
"YAMAHA MOTOR CO.,LTD","0004C6"
"SPnS Co.,Ltd","68536C"
"shanghai huayuan chuangxin software CO., LTD.","005BA1"
"Zadara Storage Ltd.","B07E70"
"Shenzhen H&T Intelligent Control Co.,Ltd.","405EE1"
"WOM Engineering","9466E7"
"LED Roadway Lighting","F8A188"
"Vodafone Italia S.p.A.","BC15AC"
"PLNetworks","140C5B"
"Moen","D0B0CD"
"DDoS-Guard LTD","EC93ED"
"Not for Radio, LLC","F462D0"
"iSmart Alarm, Inc.","94513D"
"Neotech","1C7370"
"Xiangshan Giant Eagle Technology Developing Co., Ltd.","200A5E"
"T-21 Technologies LLC","4CA003"
"PACE Telematics GmbH","F0EE58"
"Derek(Shaoguan)Limited","4000E0"
"Gessler GmbH","A4E597"
"Kaminario, Ltd.","0024F4"
"JAVAD GNSS, Inc.","0018D7"
"30805","001C6C"
"INTEGRATED DEVICE","00E0CF 00D0A2"
"INGENICO","547F54 54E140"
"Broad Telecom SA","48C049"
"Hangzhou Zero Zero Technology Co., Ltd.","848319"
"Logitech Europe SA","001F20"
"LMI Technologies","882012"
"Konka Group Co., Ltd.","88795B 001A34 F845AD"
"Breathometer, Inc.","A81559"
"SYSTRONIK Elektronik u. Systemtechnik GmbH","2C5A8D"
"AUGTEK","8C897A"
"Navdy, Inc.","54EDA3"
"Testop","046565"
"Octopod Technology Co. Ltd.","3C92DC"
"Acurix Networks Pty Ltd","F0FDA0"
"Euronda SpA","3876D1"
"Shenzhen Yihao Hulian Science and Technology Co., Ltd.","C48F07"
"Wanjiaan Interconnected Technology Co., Ltd","F45B73"
"visago Systems & Controls GmbH & Co. KG","0021E2"
"General Dynamics United Kingdom Ltd","0014B4"
"GD Mission Systems","A0B437"
"Hangzhou Telin Technologies Co., Limited","5052D2"
"LEEDARSON LIGHTING CO., LTD.","1CD6BD"
"Intelligent Steward Co.,Ltd","9CDD1F"
"NAG LLC","F8F082"
"Rubezh","40F413"
"Raptor Engineering, LLC","2C094D"
"Peloton Interactive, Inc","AC040B"
"QSC LLC","006074"
" Shanghai XZ-COM.CO.,Ltd.","34ED0B"
"Wistron Infocomm (Zhongshan) Corporation","206A8A F0DEF1 F80F41 38B725 0894EF 98EECB 70E284"
"MEIZU Technology Co., Ltd.","683E34 90F052 38BC1A"
"Wata Electronics Co.,Ltd. ","94611E"
"General Dynamics Mission Systems","0025D4 00148C"
"HW Communications Ltd","E4509A"
"Shenzhen ChipTrip Technology Co,Ltd","702900"
"Alpine Electronics, Inc.","146102 000A08"
"Widex A/S","404AD4 84D4C8"
"Skyworth Overseas Development Ltd.","00167A"
"Guangdong Coagent Electronics S&amp;T Co.,Ltd.","D826B9"
"Dmobile System Co., Ltd.","0016F2"
"Novell, Inc.","0000D8 00001B"
"Ultra Electronics Sonar System Division","7C0623"
"Visonic Technologies 1993 Ltd.","002555 00126C"
"AccelStor, Inc.","34074F"
"e-Smart Systems Pvt. Ltd","BC282C"
"CONEXTOP","2CAC44"
"Jeelan (Shanghai Jeelan Technology Information Inc","981E0F"
"AirTies Wireless Networks","001CA8 182861 8841FC"
"Beijing Zhoenet Technology Co., Ltd","5C8613"
"CHIPSEA TECHNOLOGIES (SHENZHEN) CORP.","C8B21E"
"CMITECH","503F98"
"Pulzze Systems, Inc","884CCF"
"PROBEDIGITAL CO.,LTD","5454CF"
"Korea Image Technology Co., Ltd","748A69"
"Shenzhen Feasycom Technology Co., Ltd.","DC0D30"
"Lemobile Information Technology (Beijing) Co., Ltd.","B4EFFA 28FECD"
"shenzhen lensun Communication Technology LTD","248894"
"Viveris Technologies","00B0CE"
"Cree, Inc.","E00DB9"
"MAXIO","40FE0D"
"Prime Electronics & Satellitics Inc.","0006F4 D4C8B0"
"CVT CO.,LTD","D4E90B"
"MPGIO CO.,LTD","8C60E7"
"Alarm.com","B83A9D 001CFA"
"Airwire Technologies","1C14B3"
"MERCURY CORPORATION","00271C 085DDD 883C1C"
"Eltex Enterprise Ltd.","E0D9E3 A8F94B"
"Rheem Australia Pty Ltd","5098F3"
"Kinestral Technologies, Inc.","CC9470"
"Cal-Comp Electronics & Communications Company Ltd.","F0219D 000B2E 001F82"
"Nutanix","506B8D"
"SHANGHAI PHICOMM COMMUNICATION CO.,LTD","CC81DA"
"SmartCap Technologies","20D25F"
"Wavelab Global Inc.","90D7BE"
"Angler Labs Inc","686975"
"SpiderCloud Wireless, Inc","002448"
"Ransnet Singapore Pte Ltd","3C80AA"
"Ridgeline Instruments","7CEBAE"
"Enginuity Communications","0060BD"
"Xi'an NovaStar Tech Co., Ltd","54B56C"
"Tsingtong Technologies Co, Ltd.","FC3CE9"
"ZENNER","04B648"
"Echodyne Corp","344CC8"
"Verizon Telematics","948FEE"
"Ultra Electronics Command & Control Systems","00E06C 009058"
"Leeman International (HongKong) Limited","F8983A"
"Soraa, Inc.","4CECEF"
"i4C Innovations","702D84"
"Chiun Mai Communication Systems, Inc","CC9F7A"
"Comat AG","446246"
"Hunan Comtom Electronic Incorporated Co.,Ltd","C8AA55"
"LT SECURITY INC","142FFD"
"Net2Edge Limited","000D2C"
"Beijing Unisound Information Technology Co.,Ltd.","ECE154"
"PHYTRONIX Co.,Ltd.","60C658"
"Light Labs, Inc.","38454C"
"DS Global. Co., LTD","A462DF"
"CviLux Corporation","50D213"
"Inteno Broadband Technology AB","44D437 002207"
"GIMASI SA","78AF58"
"AT&T","00071C 0060D3 800010 08006A"
"Eolo SpA","2C9AA4"
"ANDRITZ HYDRO GmbH","002183"
"Kirale Technologies SL","8404D2"
"KodaCloud Canada, Inc","749CE3"
"Beijing Xiaomi Electronics Co., Ltd.","3CBD3E"
"Senseit","B0C46C"
"Shenzhen ECOM Technology Co. Ltd","04DEF2"
"ECHELON CORP.","00D071"
"CADENCE DESIGN SYSTEMS, INC.","0030C5"
"BIONIME","B0C205"
"Shanghai Notion Information Technology CO.,LTD.","E47DEB"
"Preh Car Connect GmbH","40FA7F"
"WINSTAR Display CO.,Ltd","C0028D"
"TAMIO, INC","F097E5"
"LiteON","6C4B90"
"Electronic Technology Inc.","F8FF0B"
"SensorTec-Canada","38F135"
"Molex","00093A F82F08"
"Shenzhen Sang Fei Consumer Communications Ltd., Co.","9CE951"
"CeLa Link Corporation","E8FDE8"
"Cepton Technologies","181212"
"ESPOD Ltd.","F4DE0C"
"QING DAO HAIER TELECOM CO.,LTD.","BC8AE8"
"Sawwave","7C4F7D"
"Noccela Oy","143F27"
"e-CON SYSTEMS INDIA PVT LTD","64351C"
"JM-DATA GmbH","0CB912"
"Markov Corporation","EC363F"
"METER Group","B877C3"
"NGD Systems, Inc.","F07485"
"Zyptonite","B089C2"
"Lars Thrane A/S","F0D4F6"
"WiBotic Inc.","34D954"
"ZHI YUAN ELECTRONICS CO., LIMITED","6C60EB"
"Shenzhen JingHanDa Electronics Co.Ltd","AC4E2E DC64B8"
"INGENICO TERMINALS SAS","B40016"
"Biamp Systems","784501"
"TrackR, Inc","A0341B"
"Platina Systems Inc.","50184C"
"WAAV, Inc.","CC4639"
"Power Electronics International Inc.","30B164"
"Nest Labs Inc.","18B430 641666"
"Beijing Sensoro Technology Co.,Ltd.","604762"
"Ayon Cyber Security, Inc","001DCC"
"Kandao lightforge Co., Ltd.","7065A3"
"Everspin Technologies, Inc.","FC2F6B"
"Yi chip Microelectronics (Hangzhou) Co., Ltd","B4C170"
"Teltronic AG","540237"
"Avigilon Corporation","001885 001F92"
"STABILO International GmbH","8886C2"
"Opticore Inc.","04FA3F"
"CoSyst Control Systems GmbH","FC7F56"
"Jiangsu dewosi electric co., LTD","28D436"
"PNI sensor corporation","149346"
"General Datacomm LLC","00C064 001219"
"TSB REAL TIME LOCATION SYSTEMS S.L.","601283"
"Cloudleaf, Inc.","E06089"
"Zhejiang Tmall Technology Co., Ltd.","18BC5A"
"MaxLinear Hispania S.L.U.","00139D"
"ROPEX Industrie-Elektronik GmbH","B80B9D"
"Remote Technologies Inc","001526"
"PHAZR Inc.","3C10E6"
"silex technology, Inc.","84253F 008092"
"Equitech Industrial(DongGuan)Co.,Ltd","40D63C"
"silicon valley immigration service ","28840E"
"jinyoung","940006"
"IDS Imaging Development Systems GmbH","5C6776 001BA2"
"Aventura Technologies, Inc.","A875E2"
"WEIFANG GOERTEK ELECTRONICS CO.,LTD","DC0C2D"
"Cloudastructure Inc","00173A"
"Limidea Concept Pte. Ltd.","38D620"
"GN Audio A/S","745C4B"
"RoomReady/Zdi, Inc.","64FB50"
"TNK CO.,LTD","10F163"
"YICHEN (SHENZHEN) TECHNOLOGY CO.LTD","5033F0"
"Silicon Laboratories","90FD9F 000B57"
"Shanghai Wellpay Information Technology Co., Ltd","5C8D2D"
"Raisecom Technology CO., LTD","C850E9"
"Fibocom Wireless Inc. ","B436A9"
"Shenzhen Xinguodu Technology Co., Ltd.","3CBB73"
"ICOMM HK LIMITED","3CCF5B"
"SmartRG, Inc.","3C9066"
"Gotech International Technology Limited","205532"
"Panda Wireless, Inc.","9CEFD5"
"Shenzhen Horn Audio Co.,Ltd.","C02C7A"
"Dongguan Koppo Electronic Co.,Ltd","88B8D0"
"ORA Inc.","8002DF"
"Giantec Semiconductor Inc","D8FC38"
"InTalTech Ltd.","2C6798"
"RackTop Systems Inc.","C44044"
"MERITECH CO.,LTD","3898D8"
"SNK Technologies Co.,Ltd.","140467"
"Qinghai Kimascend Electronics Technology Co. Ltd.","EC5F23"
"Shenzhen Kang Ying Technology Co.Ltd.","047D50"
"Fullpower Technologies, Inc.","54EFFE"
"WORLD MEDIA AND TECHNOLOGY Corp.","EC52DC"
"Quanergy Systems Inc","D4C9B2"
"WyreStorm Technologies Ltd","E4CE02"
"Thai Habel Industrial Co., Ltd.","50D59C"
"Mangstor, Inc.","CCE0C3"
"Tempo Australia Pty Ltd","58685D"
"August Home, Inc.","789C85"
"HUIZHOU CITY HUIYANG DISTRICT MEISIQI INDUSTRY DEVELOPMENT CO,.LTD","FCCF43"
"DAIHAN Scientific Co., Ltd.","B4EF04"
"WUXI SKY CHIP INTERCONNECTION TECHNOLOGY CO.,LTD.","049645"
"Shanghai Airm2m Communication Technology Co., Ltd","C8C2C6"
"MOCACARE Corporation","EC64E7"
"Leie IOT technology Co., Ltd","D07C2D"
"JDM MOBILE INTERNET SOLUTION CO., LTD.","40862E"
"Recore Systems","90C99B"
"CNEX Labs","5CB559"
"Foctek Photonics, Inc.","380546"
"ZF TRW Automotive","6858C5"
"Zhuhai Pantum Electronics Co., Ltd.","ACC51B"
"Champion Optical Network Engineering, LLC","E80734"
"Dongguan Sen DongLv Electronics Co.,Ltd","6CEBB2"
"Lenovo (Beijing) Co., Ltd.","A03299"
"Siselectron Technology LTD.","A845CD"
"SKYBELL, INC","D0C193"
"Bragi GmbH","D47208"
"Technomate Ltd","489A42"
"BQ","B49D0B 4C7403"
"Galore Networks Pvt. Ltd.","98CB27"
"WOORISYSTEMS CO., Ltd","60FD56"
"Proware Technologies Co., Ltd.","483974"
"SAI Technology Inc.","E855B4"
"Whaley Technology Co.Ltd","9CA69D"
"CarePredict, Inc.","342606"
"Chengdu InnoThings Technology Co., Ltd.","B88981"
"Shenzhen Urovo Technology Co.,Ltd.","B4293D"
"NANJING PUTIAN TELECOMMUNICATIONS TECHNOLOGY CO.,LTD.","906FA9"
"Gigaset Digital Technology (Shenzhen) Co., Ltd.","14B370"
"UTT Technologies Co., Ltd.","FC2FEF"
"Everysight LTD.","44FDA3"
"IOTTECH Corp","247260"
"DAEHO I&T","B4B265"
"BinCube","081FEB"
"Argox Information Co., Ltd.","785F4C"
"Shanghai Xiaoyi Technology Co., Ltd.","5870C6"
"ABB Xiamen Low Voltage Equipment Co.,Ltd.","803B2A"
"Supercomputing Systems AG","A0A65C"
"Maquet GmbH","349B5B"
"Melec Inc.","E861BE"
"Sonavation, Inc.","D8ADDD"
"XIAMEN MEITU MOBILE TECHNOLOGY CO.LTD","C09A71"
"MIOS ELETTRONICA SRL","340B40"
"Sartura d.o.o.","D05C7A"
"Cheerstar Technology Co., Ltd","5CEB68"
"Henan Chengshi NetWork Technology Co.?Ltd","B8C3BF"
"Laird Technologies","C0EE40"
"LG Chem","F0182B"
"Topwise 3G Communication Co., Ltd.","CC5FBF"
"Verizon","485D36 20C047"
"AVI-ON LABS","EC60E0"
"Logi-D inc","145A83"
"SHC Netzwerktechnik GmbH","4CEEB0"
"G2C Co. Ltd.","188EF9"
"eero inc.","1422DB F8BBBF"
"China Dragon Technology Limited","007E56"
"Pramod Telecom Pvt. Ltd","346C0F"
"Vexata Inc","3C912B"
"1Verge Internet Technology (Beijing) Co., Ltd.","54369B"
"EDMI Europe Ltd","E4FED9"
"Layon international Electronic & Telecom Co.,Ltd","2852E0"
"Geberit International AG","E48501"
"SHENZHEN ZHILU TECHNOLOGY CO.,LTD","2CAD13"
"b-plus GmbH","68B983"
"HangZhou JuRu Technology CO.,LTD","BC74D7"
"NSD Corporation","E88E60"
"AMG Systems Ltd.","545146"
"Cilag GmbH International","84DDB7"
"DK Networks","8CE78C"
"360 Fly Inc.","E4BAD9"
"Shenzhen Homecare Technology Co.,Ltd.","7C3CB6"
"Quanzhou  TDX Electronics Co., Ltd","BCE767"
"YOUNGBO ENGINEERING INC.","6CA7FA"
"Reduxio Systems","F4032F"
"Fairphone","84CFBF"
"VITSMO CO., LTD.","ACC73F"
"L-TECH CORPORATION","18BDAD"
"Blu-ray Disc Association","10C07C"
"TOPWELL INTERNATIONAL HOLDINGS LIMITED","D06F4A"
"Drogoo Technology Co., Ltd.","BC54F9"
"Evervictory Electronic Co.Ltd","349E34"
"Costar Video Systems","A0C2DE"
"Firefly Integrations","3809A4"
"WigWag Inc.","00A509"
"nimbus 9, Inc","A86405"
"KERLINK","7076FF"
"Shenzhen LiWiFi Technology Co., Ltd","68F0BC"
"Insensi","4CA928"
"Softiron Inc.","E0FFF7"
"Teledyne DALSA Professional Imaging","DC60A1"
"RainUs Co.,Ltd","78E980"
"Shenzhen Hikeen Technology CO.,LTD","7C8274"
"SP Best Corporation Co., LTD.","B40566"
"Malvern Instruments Ltd","70AD54"
"Patrol Tag, Inc","DCE026"
"MCNEX Co.,Ltd.","EC3C88"
"SHENZHEN ZHIBOTONG ELECTRONICS CO.,LTD","78A351"
"Boge Kompressoren OTTO Boge GmbH & Co. KG","94E2FD"
"Dictum Health, Inc.","E4695A"
"Pro Concept Manufacturer Co.,Ltd.","D46132"
"Wuhan FiberHome Digital Technology Co.,Ltd.","14F893 000AC2"
"IC Intracom","9816EC"
"GETCK TECHNOLOGY,  INC","DCDA4F"
"Tunai Creative","30FAB7"
"Masimo Corp","0809B6"
"Kaiam Corporation","14EDE4"
"Inlab Software GmbH","3438AF"
"Eadingcore  Intelligent Technology Co., Ltd.","049B9C"
"BEIJING THOUGHT SCIENCE CO.,LTD.","842690"
"AirPro Technology India Pvt. Ltd","587BE9"
"Autobase","FC1D84"
"RailComm, LLC","4CE933"
"Kinetek Sports","6050C1"
"Rosen Aviation","003560"
"SAYME WIRELESS SENSOR NETWORK","08EFAB"
"Innova Security","C81B6B"
"RTNET","5C966A"
"Shenzhen Kaixuan Visual Technology Co.,Limited","2C5089"
"Netonix","EC13B2"
"Longconn Electornics(shenzhen)Co.,Ltd","74BADB"
"DIGI I'S LTD","5876C5"
"Guangzhou Yuanyun Network Technology Co.,Ltd","00A2F5"
"OneAccess SA","70FC8C 0012EF"
"C-MAX Asia Limited","902CC7"
"Alibaba Cloud Computing Ltd.","188219 D896E0"
"DTI Group Ltd","B41780"
"Dialog Semiconductor Hellas SA","80EACA"
"Shenzhen Hangsheng Electronics Co.,Ltd.","4CBC42"
"Emizon Networks Limited","987E46"
"ANHUI WANZTEN P&T CO., LTD","8432EA"
"Comnect Technology CO.,LTD","4C6E6E"
"Chiyoda Electronics Co.,Ltd.","40B3CD"
"JID GLOBAL","3451AA"
"Sertel Electronics UK Ltd","04572F"
"Cynny Italia S.r.L.","08B2A3"
"Grey Innovation","D8977C"
"streamnow AG","30595B"
"BLUECOM","B8AD3E B8F8BE"
"Telvent","48D855"
"OutSmart Power Systems, Inc.","284ED7"
"YIK Corporation","5C5BC2"
"Guangzhou V-SOLUTION Electronic Technology Co., Ltd.","8014A8"
"GZ Weedong Networks Technology Co. , Ltd","908C63"
"Imagik Int'l Corp","B49EAC"
"Technical Research Design and Development","C8E42F"
"EosTek (Shenzhen) Co., Ltd.","FC2325"
"NovaComm Technologies Inc.","5CB6CC"
"Circle Reliance, Inc DBA Cranberry Networks","B4AE6F"
"7signal Solutions, Inc","B89919"
"FOCUS H&S Co., Ltd.","90DA6A"
"OPMEX Tech.","E8EF89"
"Coagent International Enterprise Limited","F4C447"
"Bose Corporation","08DF1F 000C8A 0452C7 2C41A1"
"DZG Metering GmbH","CCA0E5"
"Winterhalter Gastronom GmbH","0874F6"
"Dalian Hi-Think Computer Technology, Corp","1C1CFD"
"PayPal, Inc.","B875C0"
"UTran Technology","38262B"
"Ability enterprise co.,Ltd.","20ED74"
"Unitend Technologies Inc.","0CAC05"
"Texa Spa","B4B859"
"gosund GROUP CO.,LTD","045C8E"
"Hunan Fenghui Yinjia Science And Technology Co.,Ltd","54B753"
"Tek-Air Systems, Inc.","4826E8"
"TABUCHI ELECTRIC CO.,LTD","A012DB"
"Uniband Electronic Corp,","ACB859"
"Fu Gang Electronic(KunShan)CO.,LTD","100F18"
"FLIGHT DATA SYSTEMS","C8D590"
"Intelligent Optical Network High Tech CO.,LTD.","709383"
"FORICS Electronic Technology Co., Ltd.","6047D4"
"Topicon HK Lmd.","C09D26"
"Ericsson-LG Enterprise","B061C7"
"Vallox Oy","B05706"
"Muehlbauer AG","C8D429"
"SHENZHEN RIOPINE ELECTRONICS CO., LTD","20EAC7"
"Shenzhen sangfei consumer communications co.,ltd","80618F"
"Institute of microelectronic applications","5CF50D"
"automationNEXT GmbH","10DEE4"
"HDMI Licensing, LLC","444891 000C03"
"National Resource Management, Inc.","38F708"
"Energy Imports Ltd","C4C919"
"Logipix Ltd","B0D7C5"
"SMART High Reliability Solutions, Inc.","38C9A9"
"YF Technology Co., Ltd","BC1A67"
"Progeny Systems","B024F3"
"Unmonday Ltd","8C4DB9"
"SANIX INCORPORATED","D87CDD"
"RHEWA-WAAGENFABRIK August Freudewald GmbH &amp;Co. KG","F8A2B4"
"RTC Industries, Inc.","84FE9E"
"Conlog (Pty) Ltd","403067"
"Vuzix Corporation","98DA92"
"Open Access Pty Ltd","5C2AEF"
"TomTom Software Ltd","E40439"
"ARVIDA Intelligent Electronics Technology  Co.,Ltd.","441E91"
"Erhardt+Leimer GmbH","6C14F7"
"Broadlink Pty Ltd","B4430D"
"Lime Instruments","A4BBAF"
"Computer Performance, Inc. DBA Digital Loggers, Inc.","7CE1FF"
"Verto Medical Solutions, LLC","D069D0"
"ISAAC Instruments","ACE069"
"StarTech.com","E8EA6A"
"Noviga","8059FD"
"Shenzhen Rui Ying Da Technology Co., Ltd","18FF2E"
"Innovolt","1CAB01"
"OuterLink Corporation","68856A"
"ESP","30F42F"
"VS Vision Systems GmbH","746A8F"
"Hangzhou OYE Technology Co. Ltd","B068B6"
"Werma Signaltechnik GmbH & Co. KG","D057A1"
"KAPELSE","3C89A6"
"Hangzhou Anheng Info&Tech CO.,LTD","90F1B0"
"Phoenix Geophysics Ltd.","9C86DA"
"HOMA B.V.","48FEEA"
"Maxway Electronics CO.,LTD","10DDF4"
"KRG CORPORATE","080371"
"Graphite Systems","ACC595"
"Mediplan Limited","3413A8"
"Magneti Marelli Automotive Electronics (Guangzhou) Co. Ltd","4CD9C4"
"Gentrice tech","743ECB"
"Brain Corporation","7071B3"
"WirelessWERX, Inc","3CD4D6"
"Woxu Wireless Co., Ltd","64E625"
"Entertainment Solutions, S.L.","7C444C"
"Core Brands, LLC","F8572E"
"SNB TECHNOLOGIES LIMITED","E0E631"
"Shanghai annijie Information technology Co.,LTD","20C60D"
"Openmatics s.r.o.","7C9763"
"TELECON GALICIA,S.A.","0444A1"
"Coho Data, Inc.,","84569C"
"Far South Networks","78AE0C"
"Contour Design LLC","38CA97"
"Wavetronix","1CC11A"
"Vifa Denmark A/S","4CF02E"
"BYK-Gardner GmbH","3051F8"
"SCA Schucker Gmbh & Co KG","94C3E4"
"Cloud Vision Networks Technology Co.,Ltd.","FC19D0"
"Siemens Healthcare Diagnostics, Inc","20E791"
"SKIPPER Electronics AS","50C9A0"
"Shanghai Rui Rui Communication Technology Co.Ltd.","A49F89"
"shenzhen kaism technology Co. Ltd","187ED5"
"Shenzhen Excelsecu Data Technology Co.,Ltd","841B38"
"Ypsomed AG","EC2AF0"
"Adapteva, Inc.","044F8B"
"Winduskorea co., Ltd","9CE7BD"
"S.C. ADD-PRODUCTION S.R.L.","A0BF50"
"Medallion Instrumentation Systems","705957"
"Nanjing SAC Power Grid Automation Co., Ltd.","6C8366 20DF3F"
"XTA Electronics Ltd","88576D"
"Softlink Automation System Co., Ltd","F83D4E"
"Beijing Hesun Technologies Co.Ltd.","FCD817"
"Accutron Instruments Inc.","909F43"
"Carmanah Signs","50C006"
"Grand Electronics (HK) Ltd","98FB12"
"daesung network","3C1040"
"YACOUB Automation GmbH","B04545"
"Comtech Technology Co., Ltd.","701D7F"
"HNS","60DB2A"
"Mobilicom LTD","7CBF88"
"Shenzhen Shidean Legrand Electronic Products Co.,Ltd","90028A"
"Iders Incorporated","3CCA87"
"Toyou Feiji Electronics Co., Ltd.","08CA45"
"University of Michigan","C098E5"
"SpotCam Co., Ltd.","B8DF6B"
"Sigrand","58BDF9"
"IO-Power Technology Co., Ltd.","344F3F"
"Armtel Ltd.","142BD2"
"NSC Communications Siberia Ltd","54A54B"
"Beijing Haier IC Design Co.,Ltd","BC2B6B"
"Nippon Denki Kagaku Co.,LTD","642184"
"PERFORMANCE DESIGNED PRODUCTS, LLC","EC3E09"
"VidaBox LLC","EC219F"
"Shenzhen Bolutek Technology Co.,Ltd.","98D331"
"Cardiopulmonary Corp","3C1A57"
"Nanoptix Inc.","6CF97C"
"Micro Technic A/S","58E02C"
"Shenzhen ACT Industrial Co.,Ltd.","E481B3"
"Shanghai iComhome Co.,Ltd.","E4F3E3"
"MANYCOLORS, INC.","04CF25"
"iNFORM Systems AG","D41090"
"Protonic Holland","88142B"
"SWEDA INFORMATICA LTDA","B8241A"
"A.D.C. GmbH","3806B4"
"Grandbeing Technology Co., Ltd","341B22"
"MATSUNICHI DIGITAL TECHNOLOGY (HONG KONG) LIMITED","B4346C"
"Edata Elektronik San. ve Tic. A.?.","9C1465"
"Stonesoft Corporation","587A4D"
"Arcontia International AB","E89218"
"HCCP","58F387"
"Revolv Inc","B0793C"
"Peraso Technologies","20CEC4"
"Poindus Systems Corp.","700FEC"
"NAVIELEKTRO KY","78D5B5"
"C-Data Technology Co., Ltd","E067B3"
"Step Ahead Innovations Inc.","B887A8"
"SanJet Technology Corp.","B847C6"
"TEAM ENGINEERS ADVANCE TECHNOLOGIES INDIA PVT LTD","4CDF3D"
"Data Modul AG","70F176"
"Salix Technology CO., Ltd.","205721"
"TMRG, Inc.","704CED"
"TSMART Inc.","E8516E"
"Dalian Co-Edifice Video Technology Co., Ltd","7C1AFC"
"Gigastone Corporation","C034B4"
"Livescribe, Inc.","DC6F00"
"Mini-Circuits","D0737F"
"Erwin Peters Systemtechnik GmbH","A4D094"
"Beats Electronics LLC","0488E2"
"Porsche Cars North America","D00EA4"
"Shanghai Pateo Electronic Equipment Manufacturing Co., Ltd.","F415FD"
"Cincoze Co., Ltd.","2C9464"
"SHENZHEN BASICOM ELECTRONIC CO.,LTD.","B050BC"
"Cronoplast  S.L.","40BC73"
"Stephen Technologies Co.,Limited","78303B"
"BEGA Gantenbrink-Leuchten KG","78F5E5"
"Ventilation Control","804B20"
"Railtec Systems GmbH","4007C0"
"RuggedCom Inc.","94B8C5 000ADC"
"Skiva Technologies, Inc.","8C3C07"
"f.robotics acquisitions ltd","784B08"
"QiiQ Communications Inc.","0C2D89"
"SUYIN Corporation","604A1C"
"GLITEL Stropkov, s.r.o.","A4D3B5"
"Open Source Robotics Foundation, Inc.","A4F3C1"
"ROBOTIS, Co, Ltd","B863BC"
"Exeltech Solar Products","8C5AF0"
"EcoTech, Inc.","F8DADF"
"Deqing Dusun Electron CO., LTD","30AE7B"
"Monaco Enterprises, Inc.","1441E2"
"Sourcefire, Inc","F07765"
"Datafox GmbH","E4F7A1"
"EltexAlatau","601E02"
"Beijing Hanbang Technology Corp.","E47D5A"
"SANMINA-SCI SYSTEM DE MEXICO S.A. DE C.V.","4C6255"
"PROMZAKAZ LTD.","381766"
"Hugo Brennenstuhl Gmbh & Co. KG.","204C6D"
"JANUS, spol. s r.o.","DC825B"
"Strata Worldwide","B08807"
"FILIZOLA S.A. PESAGEM E AUTOMACAO","A4E0E6"
"SHINSEI ELECTRONICS CO LTD","60E00E"
"Autosales Incorporated","30D46A"
"Shanghai Reallytek Information Technology Co.,Ltd","30AABD"
"PENTA Gesellschaft f?r elektronische Industriedatenverarbeitung mbH","A4B818"
"Morion Inc.","102831"
"B&W Group Ltd","D81EDE EC66D1"
"Society of Motion Picture &amp; Television Engineers","6897E8"
"Shen Zhen Shi Xin Zhong Xin Technology Co.,Ltd.","FC58FA"
"SZ DJI TECHNOLOGY CO.,LTD","60601F"
"MilDef AB","E0C6B3"
"ENERVALLEY CO., LTD","FCDB96"
"storONE","882E5A"
"Zimory GmbH","D429EA"
"OmniLync Inc.","C80E95"
"Hoseo Telecom","50ABBF"
"Shenzhen SHX Technology Co., Ltd","C8EEA6"
"One","28CBEB"
"MODULETEK","18E8DD"
"Motorola Solutions Inc.","4CCC34"
"trivum technologies GmbH","94ACCA"
"Enmotus Inc","7CD844"
"blackned GmbH","F4C6D7"
"Skyera, Inc.","4CCA53"
"Shanghai Mexon Communication Technology Co.,Ltd","081DFB"
"Scientech Electronics","D0CDE1"
"QinetiQ North America","94756E"
"Axiros GmbH","0C5521"
"Gimbal, Inc","A4D856"
"SK Mtek Limited","10A743"
"Cellco Partnership","E4A7FD"
"Radiant Zemax LLC","24F2DD"
"VSE valencia smart energy","7C9A9B"
